Vulnerability,Published Date,Severity
Red Hat: CVE-2024-20973: mysql: Server: Optimizer unspecified vulnerability (CPU Jan 2024) (Multiple Advisories),"January 16, 2024",7
Alma Linux: CVE-2024-20918: Important: java-1.8.0-openjdk security and bug fix update (Multiple Advisories),"January 16, 2024",4
Alma Linux: CVE-2024-20952: Important: java-1.8.0-openjdk security and bug fix update (Multiple Advisories),"January 16, 2024",4
Alma Linux: CVE-2024-20971: Moderate: mysql security update (ALSA-2024-1141),"January 16, 2024",4
Alma Linux: CVE-2024-20973: Moderate: mysql security update (ALSA-2024-1141),"January 16, 2024",4
Rocky Linux: CVE-2023-45230: edk2 (RLSA-2024-1063),"January 16, 2024",4
Alma Linux: CVE-2024-20965: Moderate: mysql security update (ALSA-2024-1141),"January 16, 2024",4
Alma Linux: CVE-2024-20932: Important: java-17-openjdk security and bug fix update (ALSA-2024-0267),"January 16, 2024",4
Alma Linux: CVE-2024-20961: Moderate: mysql security update (ALSA-2024-1141),"January 16, 2024",4
Alma Linux: CVE-2024-20985: Moderate: mysql security update (ALSA-2024-1141),"January 16, 2024",4
Oracle E-Business Suite: CVE-2024-20951: Critical Patch Update,"January 16, 2024",4
Gentoo Linux: CVE-2024-0517: QtWebEngine: Multiple Vulnerabilities,"January 16, 2024",4
Gentoo Linux: CVE-2024-0518: QtWebEngine: Multiple Vulnerabilities,"January 16, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2023-45232): EDK II vulnerabilities,"January 16, 2024",4
Ubuntu: (Multiple Advisories) (CVE-2023-45234): EDK II vulnerabilities,"January 16, 2024",4
Oracle E-Business Suite: CVE-2024-20929: Critical Patch Update,"January 16, 2024",4
AdoptOpenJDK: CVE-2024-20922: Vulnerability with JavaFX component,"January 16, 2024",4
Oracle E-Business Suite: CVE-2024-20944: Critical Patch Update,"January 16, 2024",4
Oracle E-Business Suite: CVE-2024-20949: Critical Patch Update,"January 16, 2024",4
"+---------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                            | Published Date | Severity |
+---------------------------------------------------------------------+----------------+----------+
| PAN-OS: OS Command Injection Vulnerability in GlobalProtect Gateway | April 12, 2024 |    10    |
+---------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------+----------------+----------+
|                           Vulnerability                           | Published Date | Severity |
+-------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3515 Use after free in Dawn | April 11, 2024 |    4     |
+-------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------+----------------+----------+
|                                 Vulnerability                                 | Published Date | Severity |
+-------------------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3157 Out of bounds write in Compositing | April 11, 2024 |    4     |
+-------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                               | Published Date | Severity |
+--------------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3516 Heap buffer overflow in ANGLE | April 11, 2024 |    4     |
+--------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                  Vulnerability                                                                                   | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin:  Junos OS: An invalid certificate causes a Denial of Service in the Internet Key Exchange (IKE) process (JSA79179) (CVE-2024-30397) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                     Vulnerability                                                                                     | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series: In a scaled subscriber scenario if CoS information is gathered mgd processes gets stuck (JSA75751) (CVE-2024-21610) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                   Vulnerability                                                                                   | Published Date | Severity |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: Higher CPU consumption on routing engine leads to Denial of Service (DoS) (JSA79099) (CVE-2024-30409) | April 10, 2024 |    4     |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------+----------------+----------+
|                                     Vulnerability                                     | Published Date | Severity |
+---------------------------------------------------------------------------------------+----------------+----------+
| PAN-OS: Improper Group Membership Change Vulnerability in Cloud Identity Engine (CIE) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------+----------------+----------+
|                           Vulnerability                            | Published Date | Severity |
+--------------------------------------------------------------------+----------------+----------+
| PAN-OS: Predefined Decryption Exclusions Does Not Work as Intended | April 10, 2024 |    4     |
+--------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------+----------------+----------+
|                             Vulnerability                              | Published Date | Severity |
+------------------------------------------------------------------------+----------------+----------+
| PAN-OS: Firewall Denial of Service (DoS) when GTP Security is Disabled | April 10, 2024 |    4     |
+------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                                                  Vulnerability                                                                                                                   | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series with SPC3, and SRX Series: When IPsec authentication is configured with ""hmac-sha-384"" and ""hmac-sha-512"" no authentication of traffic is performed (JSA79188) (CVE-2024-30391) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------+----------------+----------+
|                   Vulnerability                   | Published Date | Severity |
+---------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-3120: SUSE Linux Security Advisory | April 10, 2024 |    4     |
+---------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                         Vulnerability                                                                          | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: SRX 300 Series: Specific link local traffic causes a control plane overload (JSA75746) (CVE-2024-21605) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                           Vulnerability                                                                            | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: EX4300 Series: Loopback filter not blocking traffic despite having discard term (JSA79100) (CVE-2024-30410) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                           Vulnerability                                                                           | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: QFX5000 Series and EX Series: Specific malformed LACP packets will cause flaps (JSA79089) (CVE-2024-30388) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                         Vulnerability                                                                         | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: ACX5448 &amp; ACX710: Due to the interface flaps the PFE process can crash (JSA79187) (CVE-2024-30387) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                  Vulnerability                                                                                   | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: A malformed BGP tunnel encapsulation attribute will lead to an rpd crash (JSA79095) (CVE-2024-30395) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                             Vulnerability                                                                                             | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: Junos OS and Junos OS Evolved: RPD crash when CoS-based forwarding (CBF) policy is configured (JSA79174) (CVE-2024-30382) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                    Vulnerability                                                                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: When LLDP is enabled and a malformed LLDP packet is received, l2cpd crashes (JSA75759) (CVE-2024-21618) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                   Vulnerability                                                                    | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: l2cpd crash upon receipt of a specific TLV (JSA79171) (CVE-2024-30380) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                            | Published Date | Severity |
+---------------------------------------------------------------------+----------------+----------+
| PAN-OS: OS Command Injection Vulnerability in GlobalProtect Gateway | April 12, 2024 |    10    |
+---------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------+----------------+----------+
|                           Vulnerability                           | Published Date | Severity |
+-------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3515 Use after free in Dawn | April 11, 2024 |    4     |
+-------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                               | Published Date | Severity |
+--------------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3516 Heap buffer overflow in ANGLE | April 11, 2024 |    4     |
+--------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------+----------------+----------+
|                                 Vulnerability                                 | Published Date | Severity |
+-------------------------------------------------------------------------------+----------------+----------+
| Google Chrome Vulnerability: CVE-2024-3157 Out of bounds write in Compositing | April 11, 2024 |    4     |
+-------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                             Vulnerability                                                                                             | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: Junos OS and Junos OS Evolved: RPD crash when CoS-based forwarding (CBF) policy is configured (JSA79174) (CVE-2024-30382) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------+----------------+----------+
|                   Vulnerability                   | Published Date | Severity |
+---------------------------------------------------+----------------+----------+
| SUSE: CVE-2024-3120: SUSE Linux Security Advisory | April 10, 2024 |    4     |
+---------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                  Vulnerability                                                                                   | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: A malformed BGP tunnel encapsulation attribute will lead to an rpd crash (JSA79095) (CVE-2024-30395) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                            Vulnerability                                                                                            | Published Date | Severity |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: In a EVPN-VXLAN scenario state changes on adjacent systems can cause an l2ald process crash (JSA79184) (CVE-2024-30386) | April 10, 2024 |    4     |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                   Vulnerability                                                                    | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series and EX9200-15C: Stack-based buffer overflow in aftman (JSA79110) (CVE-2024-30401) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------+----------------+----------+
|                            Vulnerability                            | Published Date | Severity |
+---------------------------------------------------------------------+----------------+----------+
| PAN-OS: Firewall Denial of Service (DoS) via Malformed NTLM Packets | April 10, 2024 |    4     |
+---------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                 Vulnerability                                                                 | Published Date | Severity |
+-----------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: EX4300 Series: Firewall filter not blocking egress traffic (JSA79185) (CVE-2024-30389) | April 10, 2024 |    4     |
+-----------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                         Vulnerability                                                                         | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: ACX5448 &amp; ACX710: Due to the interface flaps the PFE process can crash (JSA79187) (CVE-2024-30387) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                    Vulnerability                                                                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: When LLDP is enabled and a malformed LLDP packet is received, l2cpd crashes (JSA75759) (CVE-2024-21618) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                        Vulnerability                                                                         | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series: bbe-smgd process crash upon execution of specific CLI commands (JSA79109) (CVE-2024-30378) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                     Vulnerability                                                                                      | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: The l2ald crashes on receiving telemetry messages from a specific subscription (JSA79180) (CVE-2024-30402) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                           Vulnerability                                                                            | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: EX4300 Series: Loopback filter not blocking traffic despite having discard term (JSA79100) (CVE-2024-30410) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                              Vulnerability                                                                                               | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series with SPC3, and SRX Series: If specific IPsec parameters are negotiated iked will crash due to a memory leak (JSA75750) (CVE-2024-21609) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                              | Published Date | Severity |
+-------------------------------------------------------------------------+----------------+----------+
| PAN-OS: Firewall Denial of Service (DoS) via a Burst of Crafted Packets | April 10, 2024 |    4     |
+-------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                        Vulnerability                                                                         | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: EX4300 Series: If a specific CLI command is issued PFE crashes will occur (JSA79186) (CVE-2024-30384) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                                    Vulnerability                                                                                                    | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: SRX 5000 Series with SPC2: Processing of specific crafted packets when ALG is enabled causes a transit traffic Denial of Service (JSA79105) (CVE-2024-30405) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                     Vulnerability                                                                                     | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series: In a scaled subscriber scenario if CoS information is gathered mgd processes gets stuck (JSA75751) (CVE-2024-21610) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                            Vulnerability                                                                                            | Published Date | Severity |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: In a EVPN-VXLAN scenario state changes on adjacent systems can cause an l2ald process crash (JSA79184) (CVE-2024-30386) | April 10, 2024 |    4     |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                         Vulnerability                                                                         | Published Date | Severity |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: ACX5448 &amp; ACX710: Due to the interface flaps the PFE process can crash (JSA79187) (CVE-2024-30387) | April 10, 2024 |    4     |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                              Vulnerability                                                                                               | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: MX Series with SPC3, and SRX Series: If specific IPsec parameters are negotiated iked will crash due to a memory leak (JSA75750) (CVE-2024-21609) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                   Vulnerability                                                                                    | Published Date | Severity |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: SRX4600 Series: A high amount of specific traffic causes packet drops and an eventual PFE crash (JSA79176) (CVE-2024-30398) | April 10, 2024 |    4     |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------+----------------+----------+
|                              Vulnerability                              | Published Date | Severity |
+-------------------------------------------------------------------------+----------------+----------+
| PAN-OS: Firewall Denial of Service (DoS) via a Burst of Crafted Packets | April 10, 2024 |    4     |
+-------------------------------------------------------------------------+----------------+----------+"
"+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                           Vulnerability                                                                            | Published Date | Severity |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: EX4300 Series: Loopback filter not blocking traffic despite having discard term (JSA79100) (CVE-2024-30410) | April 10, 2024 |    4     |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                           Vulnerability                                                                           | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: QFX5000 Series and EX Series: Specific malformed LACP packets will cause flaps (JSA79089) (CVE-2024-30388) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                                    Vulnerability                                                                                    | Published Date | Severity |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS and Junos OS Evolved: When LLDP is enabled and a malformed LLDP packet is received, l2cpd crashes (JSA75759) (CVE-2024-21618) | April 10, 2024 |    4     |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
"+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
|                                                                         Vulnerability                                                                          | Published Date | Severity |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+
| Juniper Junos OS: 2024-04 Security Bulletin: Junos OS: SRX 300 Series: Specific link local traffic causes a control plane overload (JSA75746) (CVE-2024-21605) | April 10, 2024 |    4     |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+----------+"
